,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,RT
929,8,89,4128.835999999998,1,88,80,0.39655949053290485,0.6034405094670952,4128.835999999999
930,8,90,1242.251,1,80,70,0.40765468512364755,0.5923453148763524,1242.251
931,8,91,2094.95,1,80,93,0.4815722226612925,0.5184277773387075,2094.95
932,8,92,2392.54,1,82,80,0.402047763274277,0.5979522367257231,2392.54
933,8,93,2566.652,0,50,41,0.7237107794110306,0.27628922058896943,2566.652
934,8,94,1587.263,1,96,110,0.43301159564773,0.5669884043522699,1587.263
935,8,95,1428.436,1,80,85,0.3821954721077598,0.6178045278922402,1428.4360000000001
936,8,96,2804.189000000001,1,60,50,0.469307835283547,0.530692164716453,2804.1890000000003
937,8,97,2272.403,0,41,50,0.5926367127349499,0.40736328726505006,2272.403
938,8,98,2089.807,0,110,96,0.704094273296261,0.29590572670373905,2089.8070000000002
939,8,99,2406.058,1,72,80,0.49382535743006345,0.5061746425699365,2406.058
940,8,100,1395.817,1,49,50,0.4497811201512573,0.5502188798487427,1395.817
941,8,101,1477.77,1,43,50,0.41391662966502857,0.5860833703349715,1477.77
942,8,102,1956.009,1,51,50,0.4751107036219838,0.5248892963780162,1956.009
943,8,103,2400.082000000001,1,112,110,0.451596078655861,0.548403921344139,2400.0820000000003
944,8,104,1644.349,1,40,50,0.37200422060670874,0.6279957793932912,1644.3490000000002
945,8,105,2142.379,0,50,51,0.6535379481324719,0.34646205186752815,2142.379
946,8,106,2177.221,1,85,80,0.49666342119329443,0.5033365788067056,2177.221
947,8,107,1539.542,0,50,49,0.5719578385056192,0.42804216149438074,1539.5420000000001
948,8,108,1636.221,1,50,43,0.5355353744398964,0.4644646255601036,1636.221
949,8,109,1258.661,1,80,82,0.3872714406943759,0.6127285593056242,1258.661
950,8,110,1221.12,1,50,60,0.45262993600749185,0.5473700639925081,1221.12
951,8,111,1365.15,1,53,50,0.3256612243101703,0.6743387756898298,1365.15
952,8,112,1922.175,0,122,110,0.614963429637541,0.3850365703624589,1922.175
953,8,113,1437.994,1,67,80,0.36049560738571557,0.6395043926142845,1437.9939999999997
954,8,114,2292.136,0,80,67,0.7455928261002632,0.25440717389973677,2292.136
955,8,115,2162.836,1,70,80,0.4900666859010167,0.5099333140989832,2162.8360000000002
956,8,116,1459.06,1,110,122,0.3838523942389884,0.6161476057610116,1459.06
957,8,117,2033.541,0,110,115,0.6753287445666802,0.3246712554333197,2033.5410000000002
958,8,118,2197.817,1,110,112,0.47254912244878217,0.5274508775512179,2197.817
959,8,119,3077.0820000000012,0,110,103,0.5365989952949735,0.46340100470502654,3077.0820000000003
960,9,0,1737.66,1,110,131,0.5243101182654402,0.4756898817345598,1956.66
961,9,1,1700.417,1,47,50,0.45357142857142857,0.5464285714285714,1726.4170000000001
962,9,2,1476.671,0,50,44,0.5010183299389002,0.4989816700610998,1389.671
963,9,3,1643.3270000000002,1,57,50,0.47038327526132406,0.5296167247386759,1681.3270000000002
964,9,4,1397.6760000000006,1,42,50,0.5126050420168067,0.48739495798319327,1354.6760000000002
965,9,5,2087.1220000000008,0,108,110,0.46547314578005117,0.5345268542199488,1937.1220000000003
966,9,6,1959.917,1,78,80,0.6495500264690313,0.35044997353096874,2117.917
967,9,7,1866.011,0,110,92,0.5134730538922155,0.4865269461077844,1956.011
968,9,8,2345.818,1,50,48,0.42630937880633374,0.5736906211936662,2414.8179999999998
969,9,9,3013.5290000000005,0,110,101,0.5738007380073801,0.4261992619926199,2848.5290000000005
970,9,10,1952.562,1,46,50,0.6192129629629629,0.38078703703703703,1980.5620000000001
971,9,11,2152.213,0,80,83,0.6448362720403022,0.35516372795969775,2151.2129999999997
972,9,12,2567.785,0,50,56,0.5027262813522355,0.49727371864776443,2595.785
973,9,13,2959.43,1,50,47,0.5822906641000962,0.4177093358999038,2889.43
974,9,14,2399.982,1,110,124,0.5972515856236786,0.40274841437632136,2587.982
975,9,15,2534.684,0,91,80,0.6223350253807106,0.37766497461928933,2413.6839999999997
976,9,16,2663.548,1,64,80,0.6849442379182156,0.3150557620817844,2462.548
977,9,17,2875.6540000000005,0,83,80,0.4095774647887324,0.5904225352112676,3025.6540000000005
978,9,18,2027.183,0,101,110,0.42780026990553305,0.5721997300944669,1880.183
979,9,19,2750.827,1,56,50,0.43434343434343436,0.5656565656565656,2950.827
980,9,20,2205.375,1,50,42,0.4186704384724187,0.5813295615275813,2193.375
981,9,21,1977.979,1,110,117,0.46656534954407297,0.5334346504559271,1939.9790000000003
982,9,22,1980.279,0,77,80,0.551094890510949,0.4489051094890511,1996.279
983,9,23,1653.0770000000002,1,80,91,0.5319148936170213,0.46808510638297873,1489.0770000000002
984,9,24,1485.164,1,44,50,0.5203703703703704,0.47962962962962963,1644.164
985,9,25,1783.6529999999998,1,50,57,0.35714285714285715,0.6428571428571429,1764.6529999999998
986,9,26,1855.097,0,50,46,0.5819354838709677,0.4180645161290323,1900.0970000000002
987,9,27,2431.437,1,110,108,0.7095238095238096,0.2904761904761905,2438.437
988,9,28,2048.157,1,133,110,0.4646324549237171,0.5353675450762829,1856.1570000000002
989,9,29,1933.937,0,131,110,0.44364508393285373,0.5563549160671463,1936.9370000000001
990,9,30,1995.005,0,126,110,0.6536545203840831,0.3463454796159169,1998.005
991,9,31,1805.838,1,110,133,0.5251141552511416,0.4748858447488584,1967.838
992,9,32,1846.312,1,110,126,0.4946070878274268,0.5053929121725732,1907.3120000000001
993,9,33,1751.6529999999998,1,48,50,0.4489795918367347,0.5510204081632653,1717.6529999999998
994,9,34,2292.031,0,80,77,0.6243654822335025,0.3756345177664975,2275.031
995,9,35,2356.063,0,117,110,0.6071428571428571,0.39285714285714285,2392.063
996,9,36,1909.306,0,80,64,0.6372670807453417,0.3627329192546584,1866.306
997,9,37,1744.836,1,80,78,0.5543841259472502,0.44561587405274977,1579.836
998,9,38,2723.051,0,124,110,0.6594948550046773,0.34050514499532275,2948.051
999,9,39,2331.944,1,92,110,0.6055900621118012,0.3944099378881988,2313.944
1000,9,40,1749.954,0,128,110,0.42780748663101603,0.5721925133689839,1474.954
1001,9,41,1325.432,1,50,58,0.4834905660377358,0.5165094339622641,1181.432
1002,9,42,1223.842,0,54,50,0.3575268817204301,0.6424731182795699,1223.8419999999999
1003,9,43,1031.857,0,80,69,0.4005305039787798,0.5994694960212201,1188.857
1004,9,44,1167.827,0,105,110,0.41134751773049644,0.5886524822695035,1171.827
1005,9,45,1270.056,1,55,50,0.4387254901960784,0.5612745098039216,1111.056
1006,9,46,1048.826,0,96,80,0.40310849893423434,0.5968915010657656,1051.826
1007,9,47,1234.482,0,80,75,0.5676392572944297,0.4323607427055703,1234.482
1008,9,48,1125.772,1,110,128,0.5263908701854494,0.47360912981455067,1128.772
1009,9,49,1120.901,1,59,50,0.4473684210526316,0.5526315789473685,1249.901
1010,9,50,1388.5870000000002,1,110,119,0.6036269430051814,0.3963730569948187,1413.5870000000002
1011,9,51,1211.419,1,52,50,0.43950617283950616,0.5604938271604938,1285.4189999999999
1012,9,52,1755.945,1,58,50,0.49075975359342916,0.5092402464065708,1700.9449999999997
1013,9,53,1567.646,1,119,110,0.5454043535061944,0.4545956464938056,1394.646
1014,9,54,1723.37,0,74,80,0.4876543209876543,0.5123456790123457,1865.37
1015,9,55,1767.759,0,86,80,0.43010752688172044,0.5698924731182796,1768.759
1016,9,56,1512.466,1,66,80,0.43023255813953487,0.5697674418604651,1526.4660000000001
1017,9,57,1487.6629999999998,1,50,59,0.4777327935222672,0.5222672064777328,1332.6629999999998
1018,9,58,1124.705,1,94,110,0.42338251986379116,0.5766174801362088,1127.705
1019,9,59,1128.118,0,110,87,0.4791946308724832,0.5208053691275167,1131.118
1020,9,60,1062.346,0,75,80,0.44783715012722647,0.5521628498727735,1062.346
1021,9,61,1247.627,0,50,45,0.3464991023339318,0.6535008976660682,1249.627
1022,9,62,1209.127,0,89,110,0.43033292231812575,0.5696670776818742,1211.127
1023,9,63,2503.048,0,80,94,0.5425641025641026,0.4574358974358974,2659.048
1024,9,64,2142.45,0,110,98,0.4897959183673469,0.5102040816326531,2162.45
1025,9,65,3268.297,0,94,80,0.48094170403587444,0.5190582959641256,3095.297
1026,9,66,1632.447,0,110,94,0.553921568627451,0.44607843137254904,1632.4470000000001
1027,9,67,1724.622,0,80,66,0.5378844711177795,0.46211552888222057,1868.6220000000003
1028,9,68,1463.996,1,50,54,0.396584440227704,0.603415559772296,1387.996
1029,9,69,1469.6329999999994,0,98,110,0.46954813359528486,0.5304518664047151,1879.6329999999998
1030,9,70,1770.168,1,50,52,0.3161953727506427,0.6838046272493573,1447.168
1031,9,71,1734.9779999999994,0,110,89,0.6179245283018868,0.38207547169811323,2007.9779999999996
1032,9,72,1830.813,1,87,110,0.3048016701461378,0.6951983298538622,1572.8129999999999
1033,9,73,1773.786,0,110,105,0.6316639741518578,0.3683360258481422,1606.786
1034,9,74,1453.213,1,80,96,0.5285234899328859,0.4714765100671141,1453.213
1035,9,75,1650.519,0,80,86,0.6393384886951375,0.36066151130486246,1652.519
1036,9,76,1518.317,1,50,55,0.6167763157894737,0.3832236842105263,1798.317
1037,9,77,1905.45,0,80,74,0.602760736196319,0.39723926380368096,1858.45
1038,9,78,1860.143,0,45,50,0.5667752442996743,0.43322475570032576,1822.1429999999998
1039,9,79,1720.63,0,69,80,0.5673918315712198,0.4326081684287802,1525.63
1040,9,80,1672.766,1,50,53,0.5047619047619047,0.49523809523809526,1822.766
1041,9,81,1211.748,0,50,40,0.5384615384615384,0.46153846153846156,1199.748
1042,9,82,1422.886,1,80,88,0.3668903803131991,0.6331096196868009,1284.886
1043,9,83,1275.274,0,115,110,0.42485207100591715,0.5751479289940828,1278.274
1044,9,84,1023.782,0,103,110,0.38701298701298703,0.612987012987013,1530.7819999999997
1045,9,85,1566.8429999999994,0,90,80,0.4746192893401015,0.5253807106598984,1224.8429999999998
1046,9,86,1352.63,0,80,72,0.48842592592592593,0.5115740740740741,1187.63
1047,9,87,1244.595,0,93,80,0.43063932448733416,0.5693606755126659,1247.595
1048,9,88,1387.496,1,80,90,0.3986206896551724,0.6013793103448276,1390.496
1049,9,89,1483.815,0,88,80,0.38148984198645597,0.618510158013544,1724.815
1050,9,90,1461.872,0,80,70,0.5497835497835498,0.45021645021645024,1436.8720000000003
1051,9,91,1572.616,1,80,93,0.3921971252566735,0.6078028747433265,1500.616
1052,9,92,2036.769,1,82,80,0.5020242914979757,0.4979757085020243,1997.7690000000002
1053,9,93,1693.0510000000006,1,50,41,0.4797570850202429,0.520242914979757,1588.0510000000004
1054,9,94,1715.57,0,96,110,0.44668008048289737,0.5533199195171026,1850.5699999999997
1055,9,95,1660.9160000000006,1,80,85,0.4868913857677903,0.5131086142322098,1525.9160000000002
1056,9,96,1437.479,0,60,50,0.46548323471400394,0.534516765285996,1590.479
1057,9,97,1768.642,1,41,50,0.48316831683168315,0.5168316831683168,1820.6419999999998
1058,9,98,1623.335,0,110,96,0.505175983436853,0.494824016563147,1458.335
1059,9,99,1826.331,0,72,80,0.6577086280056577,0.3422913719943423,1789.3310000000001
1060,9,100,1082.646,1,49,50,0.44508670520231214,0.5549132947976878,1269.646
1061,9,101,1115.761,1,43,50,0.4429347826086957,0.5570652173913043,1046.761
1062,9,102,1659.308,0,51,50,0.4192708333333333,0.5807291666666666,1607.308
1063,9,103,1612.594,0,112,110,0.4789915966386555,0.5210084033613446,1747.594
1064,9,104,2141.188,1,40,50,0.4589473684210526,0.5410526315789473,2105.188
1065,9,105,1843.804,1,50,51,0.5513245033112583,0.44867549668874174,2088.804
1066,9,106,3760.222,0,85,80,0.5713235294117647,0.42867647058823527,3382.222
1067,9,107,1652.6729999999998,1,50,49,0.43622920517560076,0.5637707948243993,1688.6729999999998
1068,9,108,1279.538,0,50,43,0.5275938189845475,0.47240618101545256,1341.538
1069,9,109,1342.9229999999998,1,80,82,0.47404063205417607,0.5259593679458239,1212.9229999999998
1070,9,110,1662.773,0,50,60,0.6198630136986302,0.3801369863013699,1790.7729999999997
1071,9,111,2508.084,0,53,50,0.5063469675599436,0.4936530324400564,2520.084
1072,9,112,3754.656,0,122,110,0.5996860282574569,0.4003139717425432,3739.656
1073,9,113,1307.697,1,67,80,0.4977578475336323,0.5022421524663677,1313.697
1074,9,114,1206.212,0,80,67,0.5109489051094891,0.48905109489051096,1222.212
1075,9,115,1185.462,1,70,80,0.2825,0.7175,1333.462
1076,9,116,1392.939,0,110,122,0.4065934065934066,0.5934065934065934,1263.9389999999999
1077,9,117,1522.491,0,110,115,0.46205357142857145,0.5379464285714286,1423.491
1078,9,118,3121.925,0,110,112,0.5143737166324436,0.4856262833675565,3211.925
1079,9,119,1837.339,0,110,103,0.6414219474497682,0.35857805255023184,1918.339
1080,10,0,2438.639,1,110,131,0.5006919513357069,0.49930804866429307,2438.639
1081,10,1,1326.879,1,47,50,0.4077762222521024,0.5922237777478975,1326.879
1082,10,2,2008.897,0,50,44,0.6401406235011037,0.3598593764988963,2011.897
1083,10,3,3251.427,0,57,50,0.5693786506149511,0.4306213493850489,3251.427
1084,10,4,2833.729000000001,1,42,50,0.4182346056340362,0.5817653943659638,2835.7290000000003
1085,10,5,1694.866,0,108,110,0.5594469763809393,0.4405530236190606,1697.866
1086,10,6,1296.653,0,78,80,0.5472231612293661,0.45277683877063385,1298.653
1087,10,7,1529.774,0,110,92,0.5487862054977535,0.4512137945022466,1529.774
1088,10,8,1082.362,1,50,48,0.39902834541045407,0.6009716545895459,1082.362
1089,10,9,3108.467,0,110,101,0.55390817257583,0.44609182742417,3111.467
1090,10,10,4797.563,1,46,50,0.4978582720401753,0.5021417279598247,4800.563
1091,10,11,3431.0240000000013,0,80,83,0.5113604331245211,0.488639566875479,3434.0240000000003
1092,10,12,1124.577,1,50,56,0.3900152044989879,0.6099847955010121,1124.577
1093,10,13,4441.4540000000015,0,50,47,0.5193553147560204,0.48064468524397963,4441.454000000001
1094,10,14,4632.202,1,110,124,0.4508155942584201,0.5491844057415799,4632.202
1095,10,15,1632.6129999999994,0,91,80,0.6231523914223122,0.37684760857768784,1634.6129999999998
1096,10,16,4819.272,1,64,80,0.4394039774575541,0.5605960225424459,4819.272
1097,10,17,3039.931,0,83,80,0.5302740947278097,0.46972590527219027,3039.9309999999996
1098,10,18,3590.0440000000012,1,101,110,0.49106499795836,0.50893500204164,3590.0440000000003
1099,10,19,2701.356,1,56,50,0.3681344142706983,0.6318655857293017,2701.3559999999998
1100,10,20,1980.89,0,50,42,0.640577073476474,0.35942292652352603,1980.8900000000003
1101,10,21,4704.146,1,110,117,0.4849901168161694,0.5150098831838307,4704.146
1102,10,22,2282.415,1,77,80,0.5250268266166999,0.4749731733833001,2282.415
1103,10,23,2126.651,1,80,91,0.5069320422112173,0.49306795778878265,2126.651
1104,10,24,2219.879,1,44,50,0.5271114157857579,0.47288858421424207,2219.879
1105,10,25,1361.906,1,50,57,0.3972688629301515,0.6027311370698486,1361.906
1106,10,26,1211.06,1,50,46,0.47280422473452427,0.5271957752654758,1211.06
1107,10,27,5025.44,0,110,108,0.5479038419832174,0.45209615801678266,5025.44
1108,10,28,1668.819,0,133,110,0.6068584604125729,0.3931415395874272,1668.819
1109,10,29,1902.992,0,131,110,0.6513328851011249,0.34866711489887514,1902.9920000000002
1110,10,30,2614.701,0,126,110,0.4889308286553042,0.5110691713446959,2614.701
1111,10,31,2018.169,1,110,133,0.4274949368081452,0.5725050631918548,2021.1689999999999
1112,10,32,3067.38,1,110,126,0.4971645005158601,0.50283549948414,3067.38
1113,10,33,2779.135,1,48,50,0.508474224794547,0.4915257752054531,2779.135
1114,10,34,2203.819,1,80,77,0.4778578704410287,0.5221421295589713,2203.819
1115,10,35,1712.826,0,117,110,0.6462542719544926,0.35374572804550736,1712.826
1116,10,36,1686.734,0,80,64,0.6129568322588053,0.3870431677411948,1689.734
1117,10,37,1807.809,0,80,78,0.5659398644473271,0.43406013555267287,1810.809
1118,10,38,1473.981,0,124,110,0.5932150990419538,0.40678490095804626,1474.981
1119,10,39,2004.33,1,92,110,0.48422531422337134,0.5157746857766287,2007.33
1120,10,40,1421.8570000000002,0,128,110,0.5465999736124101,0.4534000263875899,1421.8570000000002
1121,10,41,2683.921,1,50,58,0.4065644521934934,0.5934355478065065,2685.921
1122,10,42,2971.482,0,54,50,0.573563922700726,0.4264360772992741,2973.482
1123,10,43,3289.845,0,80,69,0.5862766379706473,0.41372336202935267,3291.845
1124,10,44,1787.366,0,105,110,0.6123697612666907,0.38763023873330926,1790.366
1125,10,45,1495.821,0,55,50,0.5636570344290612,0.4363429655709387,1498.8210000000001
1126,10,46,1312.34,0,96,80,0.564800584323691,0.43519941567630904,1314.34
1127,10,47,1617.595,0,80,75,0.6198926937328574,0.3801073062671426,1620.595
1128,10,48,2641.421,1,110,128,0.41348454667445217,0.5865154533255479,2644.421
1129,10,49,3239.75,0,59,50,0.4968896463570516,0.5031103536429484,3241.75
1130,10,50,4830.474,1,110,119,0.3362339112073487,0.6637660887926513,4830.474
1131,10,51,5707.6309999999985,0,52,50,0.48111007360413255,0.5188899263958675,5707.630999999999
1132,10,52,3165.677,0,58,50,0.5302551364927675,0.46974486350723255,3167.677
1133,10,53,1835.798,0,119,110,0.5310245310245311,0.468975468975469,1835.7979999999998
1134,10,54,2513.012,1,74,80,0.351047694250857,0.648952305749143,2513.012
1135,10,55,1628.7179999999994,0,86,80,0.5931307793923382,0.40686922060766184,1876.7179999999998
1136,10,56,2175.323,1,66,80,0.4654482427255571,0.5345517572744428,1929.3229999999999
1137,10,57,2798.844,1,50,59,0.3587044865304195,0.6412955134695805,2798.844
1138,10,58,1538.526,0,94,110,0.5861243988100103,0.41387560118998956,1541.5260000000003
1139,10,59,1389.557,0,110,87,0.5820637862579413,0.4179362137420587,1392.557
1140,10,60,1704.155,1,75,80,0.4899906514941491,0.5100093485058509,1706.155
1141,10,61,2217.502,1,50,45,0.506181327339319,0.493818672660681,2217.502
1142,10,62,5787.017,1,89,110,0.521329640183416,0.478670359816584,5789.017
1143,10,63,2518.364,1,80,94,0.5043658107680408,0.4956341892319592,2518.364
1144,10,64,4822.179,0,110,98,0.5344285525060326,0.46557144749396734,4824.179
1145,10,65,2906.668,0,94,80,0.5491329479768786,0.4508670520231214,2949.6679999999997
1146,10,66,1577.21,0,110,94,0.6174888271608954,0.38251117283910463,1537.21
1147,10,67,2177.234,0,80,66,0.554176294838077,0.445823705161923,2180.234
1148,10,68,1134.675,1,50,54,0.42894499747291626,0.5710550025270837,1137.675
1149,10,69,2555.015,1,98,110,0.556476205278862,0.44352379472113795,2558.015
1150,10,70,3902.862,1,50,52,0.4667931375049207,0.5332068624950793,3902.862
1151,10,71,2540.732,0,110,89,0.4186046511627907,0.5813953488372093,2540.732
1152,10,72,3994.772,1,87,110,0.4224119646331804,0.5775880353668196,3997.772
1153,10,73,6138.929,1,110,105,0.4610539544672038,0.5389460455327962,6138.929
1154,10,74,1443.82,0,80,96,0.5671301863037728,0.43286981369622723,1443.82
1155,10,75,7491.703,0,80,86,0.5108545328614089,0.48914546713859103,7494.703
1156,10,76,2171.036,1,50,55,0.4206096907736457,0.5793903092263543,2173.036
1157,10,77,5706.276999999999,1,80,74,0.39574113169350406,0.6042588683064959,5708.276999999999
1158,10,78,3753.437,1,45,50,0.4440377943247817,0.5559622056752183,3756.437
1159,10,79,1171.933,1,69,80,0.2964394049745599,0.7035605950254401,1173.933
1160,10,80,1227.903,1,50,53,0.40551537442129576,0.5944846255787042,1094.903
1161,10,81,2017.013,0,50,40,0.5325126691753362,0.4674873308246638,2017.013
1162,10,82,2611.379,1,80,88,0.5249012935803858,0.47509870641961416,2614.379
1163,10,83,2512.763,1,115,110,0.5092421441774492,0.4907578558225508,2698.763
1164,10,84,1766.796,1,103,110,0.39347265554821753,0.6065273444517826,1580.7959999999998
1165,10,85,1995.841,0,90,80,0.4975598756101807,0.5024401243898192,1995.8410000000003
1166,10,86,1143.188,0,80,72,0.6222260222581287,0.37777397774187127,1146.188
1167,10,87,1491.604,1,93,80,0.6292725679228747,0.37072743207712533,1664.604
1168,10,88,2656.389,1,80,90,0.4391911322001505,0.5608088677998495,2486.389
1169,10,89,1688.155,0,88,80,0.584406786285424,0.4155932137145761,1688.155
1170,10,90,1190.659,0,80,70,0.6213323905738574,0.3786676094261427,1193.6589999999999
1171,10,91,2803.53,1,80,93,0.42338307896508026,0.5766169210349197,2803.53
1172,10,92,2437.721,1,82,80,0.38922924824262994,0.6107707517573701,2440.721
1173,10,93,3223.498,0,50,41,0.5595895509090946,0.44041044909090543,3223.498
1174,10,94,2559.688,1,96,110,0.44250412067329303,0.557495879326707,2562.688
1175,10,95,3473.292,1,80,85,0.43799757813103857,0.5620024218689614,3473.292
1176,10,96,2095.43,0,60,50,0.5611592751720368,0.4388407248279632,2099.43
1177,10,97,3955.994,0,41,50,0.504419557089503,0.49558044291049697,3958.994
1178,10,98,3932.331,1,110,96,0.4783532448083296,0.5216467551916704,3934.3309999999997
1179,10,99,1386.995,1,72,80,0.4025895132620894,0.5974104867379106,1390.995
1180,10,100,2313.741,0,49,50,0.5555051950330331,0.44449480496696697,2313.741
1181,10,101,3087.358,1,43,50,0.3780720784059342,0.6219279215940657,3089.3579999999997
1182,10,102,2405.645,0,51,50,0.551199948518773,0.448800051481227,2408.645
1183,10,103,5096.262,1,112,110,0.34529602585627694,0.654703974143723,5096.262
1184,10,104,4183.426,1,40,50,0.5177724622560929,0.4822275377439072,4183.4259999999995
1185,10,105,1491.33,0,50,51,0.6212349347199079,0.3787650652800921,1494.33
1186,10,106,1781.244,0,85,80,0.5129589899139355,0.4870410100860645,1784.244
1187,10,107,11001.154,1,50,49,0.39818676016525045,0.6018132398347495,11001.153999999999
1188,10,108,5732.735,0,50,43,0.5676845170803393,0.43231548291966077,5734.735
1189,10,109,4565.044,0,80,82,0.47374077836014333,0.5262592216398567,4565.044
1190,10,110,1287.406,1,50,60,0.3704284838475388,0.6295715161524612,1287.406
1191,10,111,1760.896,0,53,50,0.5322853501566985,0.4677146498433014,1763.896
1192,10,112,6325.959,0,122,110,0.5915380554506141,0.4084619445493859,6325.959
1193,10,113,3826.767,1,67,80,0.4562518164381423,0.5437481835618577,3826.7670000000003
1194,10,114,2005.404,0,80,67,0.5573319858950855,0.44266801410491446,2005.404
1195,10,115,1723.4920000000006,1,70,80,0.4723930923362519,0.5276069076637481,1723.4920000000002
1196,10,116,3657.047,1,110,122,0.4916695037550842,0.5083304962449158,3657.047
1197,10,117,8016.802,0,110,115,0.4889626889499056,0.5110373110500944,8016.802
1198,10,118,2172.586,0,110,112,0.5409544783155404,0.45904552168445956,2172.5860000000002
1199,10,119,1299.215,0,110,103,0.573035174683136,0.42696482531686397,1302.215
1200,11,0,8564.741,1,110,131,0.4462664976877614,0.5537335023122386,8564.741
1201,11,1,13211.21,0,47,50,0.6231602061724805,0.3768397938275196,13211.21
1202,11,2,3541.179,1,50,44,0.4630689453490472,0.5369310546509528,3541.179
1203,11,3,3412.393,0,57,50,0.559333917726947,0.44066608227305304,3412.393
1204,11,4,4174.505,1,42,50,0.543134339858103,0.456865660141897,4174.505
1205,11,5,7675.66,1,108,110,0.3967389989597697,0.6032610010402303,7675.66
1206,11,6,14244.499,0,78,80,0.5255965519777341,0.4744034480222659,14244.499
1207,11,7,5214.058,0,110,92,0.668552036199095,0.33144796380090497,5454.058
1208,11,8,6897.868,0,50,48,0.5686756290988023,0.43132437090119774,6657.868
1209,11,9,1021.941,0,110,101,,,1263.941
1210,11,10,13861.923,0,46,50,0.4103284669013304,0.5896715330986696,13619.923
1211,11,11,4414.5459999999985,1,80,83,0.5121740012482056,0.4878259987517944,4414.545999999999
1212,11,12,13654.764,1,50,56,0.471828961280085,0.528171038719915,13654.764
1213,11,13,3961.79,1,50,47,0.518609447465146,0.481390552534854,3961.79
1214,11,14,3624.73,1,110,124,0.5542951510311099,0.4457048489688901,3624.73
1215,11,15,18057.753,0,91,80,0.6511758163691184,0.34882418363088163,18057.753
1216,11,16,2921.995,1,64,80,0.31495527748353,0.68504472251647,2921.995
1217,11,17,9394.374,0,83,80,0.35546555588690826,0.6445344441130918,9394.374
1218,11,18,12000.368,1,101,110,0.45325508205531906,0.5467449179446809,12000.368
1219,11,19,5792.8830000000025,1,56,50,0.555486988069679,0.44451301193032094,5792.883000000001
1220,11,20,11095.371,1,50,42,0.6408227848101266,0.35917721518987344,11405.371000000001
1221,11,21,4784.801,0,110,117,0.6397668266161525,0.3602331733838475,4474.8009999999995
1222,11,22,1362.3629999999996,1,77,80,1.0,0.0,1362.3629999999998
1223,11,23,7178.638000000001,1,80,91,0.4643727191189265,0.5356272808810735,7178.638000000001
1224,11,24,6065.669,0,44,50,0.7456535737282679,0.25434642627173215,6618.669
1225,11,25,8251.75,1,50,57,0.48801597869507324,0.5119840213049268,8116.75
1226,11,26,2260.1910000000007,1,50,46,0.4646640874914707,0.5353359125085293,1842.1910000000003
1227,11,27,5917.833000000001,1,110,108,0.6574161819245045,0.3425838180754955,5917.8330000000005
1228,11,28,3524.994,0,133,110,0.7089479816194134,0.29105201838058653,3524.994
1229,11,29,16783.433,0,131,110,0.5326312326113845,0.4673687673886156,16783.433
1230,11,30,10903.898,1,126,110,0.29873981818277817,0.7012601818172218,10903.898000000001
1231,11,31,3587.717,1,110,133,0.24916832527416058,0.7508316747258394,3587.717
1232,11,32,7358.151999999999,1,110,126,0.597444089456869,0.402555910543131,7723.151999999999
1233,11,33,9287.089,0,48,50,0.5352062588904695,0.4647937411095306,9275.089
1234,11,34,8693.901,0,80,77,0.6820914702973923,0.31790852970260775,8342.901
1235,11,35,4052.565,0,117,110,0.5884512197871342,0.41154878021286573,4052.5650000000005
1236,11,36,6860.493,0,80,64,0.625018586102779,0.3749814138972209,6860.493
1237,11,37,9173.561,0,80,78,0.5903428255714034,0.40965717442859667,9173.561
1238,11,38,15333.791,0,124,110,0.5885562440607608,0.4114437559392392,15333.791000000001
1239,11,39,17237.613,1,92,110,0.3309860583391905,0.6690139416608095,17237.613
1240,11,40,4100.337,0,128,110,0.5329408059683716,0.4670591940316284,4100.337
1241,11,41,4154.866,1,50,58,0.41559493441458817,0.5844050655854118,4154.866
1242,11,42,3758.666,0,54,50,0.5378549555958668,0.4621450444041331,3758.6659999999997
1243,11,43,7170.361999999999,0,80,69,0.4788659035884588,0.5211340964115412,7170.361999999999
1244,11,44,13068.882,1,105,110,0.40865543350328964,0.5913445664967103,13068.882
1245,11,45,7234.331999999998,1,55,50,0.41258383549566807,0.587416164504332,7234.331999999999
1246,11,46,3331.992,0,96,80,0.5989555890592476,0.4010444109407523,3331.992
1247,11,47,9521.081,0,80,75,0.4124244200210818,0.5875755799789182,9521.081
1248,11,48,5705.359,1,110,128,0.6241527233922272,0.37584727660777284,5705.359
1249,11,49,3063.55,0,59,50,0.5664437388018663,0.4335562611981338,3063.55
1250,11,50,2528.952,1,110,119,0.5261014768481131,0.47389852315188685,2528.952
1251,11,51,4839.29,1,52,50,0.4636305306223826,0.5363694693776174,4839.29
1252,11,52,3404.93,0,58,50,0.5910573683597939,0.408942631640206,3404.93
1253,11,53,4739.4079999999985,0,119,110,0.5447281716356508,0.45527182836434915,4739.407999999999
1254,11,54,4685.584,1,74,80,0.2904234902530599,0.7095765097469401,4685.584
1255,11,55,3521.992,0,86,80,0.5462794918330309,0.4537205081669691,3521.992
1256,11,56,5351.809,0,66,80,0.5613257809204794,0.43867421907952064,5351.809
1257,11,57,4520.589,1,50,59,0.49285442300878346,0.5071455769912165,4520.589
1258,11,58,3687.303,1,94,110,0.5252941893601575,0.47470581063984246,3687.303
1259,11,59,7342.482,0,110,87,0.38392599696564517,0.6160740030343548,7342.482
