,parcode,trial,fix_item,fix_time
7538,11,58,1,908.9899999999997
7539,11,59,0,172.0
7540,11,59,1,452.0
7541,11,59,2,828.0
7542,11,59,0,1896.0
7543,11,59,2,2604.0
7544,11,59,1,732.0
7545,11,59,2,428.40199999999913
7546,11,60,0,292.0
7547,11,60,1,1672.0
7548,11,60,2,658.0
7549,11,60,1,570.0
7550,11,60,2,504.0
7551,11,60,1,264.0
7552,11,60,0,666.0
7553,11,60,1,520.2650000000003
7554,11,61,0,227.0
7555,11,61,1,422.0
7556,11,61,2,712.0
7557,11,61,1,318.0
7558,11,61,2,842.0
7559,11,61,1,728.0
7560,11,61,2,708.1370000000003
7561,11,62,0,577.0
7562,11,62,1,812.0
7563,11,62,2,1222.0
7564,11,62,0,180.0
7565,11,62,1,424.0
7566,11,62,0,2228.0
7567,11,62,1,162.63300000000072
7568,11,63,0,181.0
7569,11,63,1,802.0
7570,11,63,2,684.0
7571,11,63,1,738.0
7572,11,63,2,402.0
7573,11,63,1,1051.917
7574,11,64,0,339.0
7575,11,64,1,958.0
7576,11,64,2,614.0
7577,11,64,1,398.0
7578,11,64,0,888.0
7579,11,64,2,669.4770000000002
7580,11,65,0,4429.0
7581,11,65,1,1042.0
7582,11,65,2,934.0
7583,11,65,0,126.0
7584,11,65,1,2240.0
7585,11,65,2,712.0
7586,11,65,1,326.0
7587,11,65,0,541.5409999999993
7588,11,66,1,484.0
7589,11,66,2,684.0
7590,11,66,1,846.0
7591,11,66,2,858.0
7592,11,66,1,384.0
7593,11,66,2,808.3040000000002
7594,11,67,3,260.0
7595,11,67,1,538.0
7596,11,67,2,582.0
7597,11,67,1,1184.0
7598,11,67,2,488.0
7599,11,67,0,7424.0
7600,11,67,1,542.0
7601,11,67,2,606.0
7602,11,67,0,200.0
7603,11,67,1,534.0
7604,11,67,2,680.0
7605,11,67,0,4408.0
7606,11,67,2,626.0
7607,11,67,0,310.0
7608,11,67,1,280.0
7609,11,67,0,350.0
7610,11,67,1,434.0
7611,11,67,2,764.0
7612,11,67,1,626.0
7613,11,67,2,577.362000000001
7614,11,68,0,309.0
7615,11,68,1,648.0
7616,11,68,2,1214.0
7617,11,68,0,1596.0
7618,11,68,1,742.0
7619,11,68,2,502.0
7620,11,68,0,722.0
7621,11,68,1,499.0209999999997
7622,11,69,0,192.0
7623,11,69,1,508.0
7624,11,69,2,858.0
7625,11,69,1,408.864
7626,11,70,0,237.0
7627,11,70,1,598.0
7628,11,70,2,484.0
7629,11,70,1,638.0
7630,11,70,0,590.3270000000002
7631,11,71,1,352.0
7632,11,71,2,800.0
7633,11,71,0,70.0
7634,11,71,2,817.2350000000001
7635,11,72,0,2169.0
7636,11,72,2,1142.0
7637,11,72,0,818.0
7638,11,72,1,724.0
7639,11,72,2,968.0
7640,11,72,1,1279.4140000000007
7641,11,73,0,225.0
7642,11,73,1,614.0
7643,11,73,2,562.0
7644,11,73,1,623.8370000000003
7645,11,74,0,217.0
7646,11,74,1,820.0
7647,11,74,2,934.0
7648,11,74,1,508.0
7649,11,74,2,1220.0
7650,11,74,0,2406.0
7651,11,74,2,584.0
7652,11,74,0,364.0
7653,11,74,1,258.0
7654,11,74,0,4532.0
7655,11,74,1,738.0
7656,11,74,0,170.0
7657,11,74,1,416.0
7658,11,74,2,582.0
7659,11,74,0,556.2239999999983
7660,11,75,1,1308.0
7661,11,75,2,508.0
7662,11,75,1,822.0
7663,11,75,2,745.8579999999997
7664,11,76,0,316.0
7665,11,76,1,772.0
7666,11,76,2,366.0
7667,11,76,1,630.0
7668,11,76,0,392.0
7669,11,76,1,368.0359999999996
7670,11,77,0,270.0
7671,11,77,1,1560.0
7672,11,77,2,964.0
7673,11,77,0,460.0
7674,11,77,1,642.4359999999998
7675,11,78,0,296.0
7676,11,78,1,1176.0
7677,11,78,2,756.0
7678,11,78,1,740.0
7679,11,78,2,550.0
7680,11,78,1,576.0
7681,11,78,2,1482.0
7682,11,78,1,832.0
7683,11,78,2,1830.0
7684,11,78,1,825.2749999999997
7685,11,79,0,218.0
7686,11,79,1,916.0
7687,11,79,2,476.0
7688,11,79,1,866.0
7689,11,79,0,1002.0
7690,11,79,2,504.0
7691,11,79,1,834.0
7692,11,79,0,624.0
7693,11,79,1,536.0
7694,11,79,0,282.0
7695,11,79,1,426.0
7696,11,79,2,662.0
7697,11,79,1,584.0
7698,11,79,2,896.0
7699,11,79,1,398.0869999999995
